Time (Hour),"Y(A1,A2)","SD(A1,A2)","Y(B1,B2)","SD(B1,B2)","Y(C1,C2)","SD(C1,C2)","Y(D1,D2)","SD(D1,D2)","Y(E1,E2)","SD(E1,E2)","Y(F1,F2)","SD(F1,F2)","Y(G1,G2)","SD(G1,G2)","Y(H1,H2)","SD(H1,H2)","Y(A3,A4)","SD(A3,A4)","Y(B3,B4)","SD(B3,B4)","Y(C3,C4)","SD(C3,C4)","Y(D3,D4)","SD(D3,D4)","Y(E3,E4)","SD(E3,E4)","Y(F3,F4)","SD(F3,F4)","Y(G3,G4)","SD(G3,G4)","Y(H3,H4)","SD(H3,H4)","Y(A5,A6)","SD(A5,A6)","Y(B5,B6)","SD(B5,B6)","Y(C5,C6)","SD(C5,C6)","Y(D5,D6)","SD(D5,D6)","Y(E5,E6)","SD(E5,E6)","Y(F5,F6)","SD(F5,F6)","Y(G5,G6)","SD(G5,G6)","Y(H5,H6)","SD(H5,H6)","Y(A7,A8)","SD(A7,A8)","Y(B7,B8)","SD(B7,B8)","Y(C7,C8)","SD(C7,C8)","Y(D7,D8)","SD(D7,D8)","Y(E7,E8)","SD(E7,E8)","Y(F7,F8)","SD(F7,F8)","Y(G7,G8)","SD(G7,G8)","Y(H7,H8)","SD(H7,H8)","Y(A9,A10)","SD(A9,A10)","Y(B9,B10)","SD(B9,B10)","Y(C9,C10)","SD(C9,C10)","Y(D9,D10)","SD(D9,D10)","Y(E9,E10)","SD(E9,E10)","Y(F9,F10)","SD(F9,F10)","Y(G9,G10)","SD(G9,G10)","Y(H9,H10)","SD(H9,H10)","Y(A11,A12)","SD(A11,A12)","Y(B11,B12)","SD(B11,B12)","Y(C11,C12)","SD(C11,C12)","Y(D11,D12)","SD(D11,D12)","Y(E11,E12)","SD(E11,E12)","Y(F11,F12)","SD(F11,F12)","Y(G11,G12)","SD(G11,G12)","Y(H11,H12)","SD(H11,H12)"
6.291389,0.46705,0.017324116,0.5329,0.009899495,0.5002,0.01880904,0.4928,0.021778889,1.312,0.025738687,1.3019,0.008626703,1.33675,0.040941483,1.3909,0.165321565,0.4921,0.005656854,0.51525,0.036557421,0.55355,0.029910617,0.5314,0.001697056,1.3726,0.033799704,1.37695,0.051406663,1.3622,0.017960512,1.4015,0.011172287,0.5656,0.007212489,0.5066,0.011737973,0.5214,0.014283557,0.56945,0.03966869,1.3942,0.000989949,1.36255,0.087751952,1.40305,0.084640682,1.4403,0.149482374,0.5102,0.013717872,0.5258,0.000565685,0.52515,0.040375797,0.56915,0.014354268,1.38805,0.03231478,1.36765,0.064134585,1.3134,0.088388348,1.25415,0.014778532,0.54345,0.021566757,0.5325,0.007212489,0.5237,0.02602153,0.55795,0.03132483,1.398,0.03436539,1.39225,0.023263813,1.2764,0.048648947,1.5903,0.107055967,0.54155,0.000636396,0.4971,0.012162237,0.5206,0.040022244,0.5257,0.06462956,1.3088,0.040022244,1.31795,0.041648589,1.24745,0.003323402,1.50355,0.092418856
6.541389,0.47355,0.015485639,0.54045,0.010253048,0.50635,0.012940054,0.49725,0.02609224,1.30855,0.019021172,1.29515,0.00106066,1.3386,0.035779603,1.38955,0.173877557,0.49915,0.0072832,0.5225,0.043274935,0.55905,0.026516504,0.54,0.006505382,1.38085,0.030900566,1.37355,0.051972348,1.37345,0.013647161,1.4059,0.01046518,0.5758,0.007353911,0.51535,0.015485639,0.5279,0.016263456,0.58365,0.042638539,1.39565,0.005020458,1.3616,0.101399112,1.4021,0.073821948,1.43555,0.152664354,0.52145,0.008131728,0.53565,0.001767767,0.53965,0.042072853,0.5776,0.017960512,1.39735,0.04065864,1.3705,0.06052834,1.315,0.086125606,1.2538,0.017536248,0.55275,0.026799347,0.54135,0.008980256,0.5327,0.024890159,0.56905,0.026799347,1.3968,0.034789654,1.40015,0.020152543,1.27755,0.046598337,1.59275,0.096661497,0.54865,0.000777817,0.5049,0.016829141,0.5236,0.038466609,0.5335,0.068306515,1.3094,0.043557778,1.32075,0.0490025,1.24955,0.006151829,1.5046,0.087822662
6.791667,0.479,0.015273506,0.5421,0.016404877,0.51245,0.014778532,0.5047,0.028849957,1.3095,0.029132799,1.29035,0.000494975,1.33495,0.039244426,1.38855,0.17727167,0.5011,0.004949747,0.52845,0.042214275,0.5668,0.024465895,0.5448,0.013010765,1.37895,0.044194174,1.36835,0.045608387,1.3785,0.01979899,1.4042,0.01145513,0.58285,0.008414571,0.5195,0.019940411,0.5303,0.021213203,0.59225,0.049568185,1.40035,0.000636396,1.3643,0.110025815,1.4032,0.079195959,1.4362,0.152027958,0.52625,0.007000357,0.5418,0.003252691,0.549,0.041153615,0.5874,0.021637468,1.39575,0.035991735,1.3749,0.062649661,1.30795,0.083509311,1.2551,0.012586501,0.5604,0.023758788,0.5497,0.008909545,0.54205,0.027223611,0.57795,0.030900566,1.3965,0.030547013,1.3927,0.014142136,1.27295,0.044052752,1.58835,0.100762716,0.5513,0.00212132,0.51035,0.017606959,0.5279,0.031961227,0.54125,0.069508597,1.30395,0.047305444,1.31765,0.046174073,1.24775,0.01039447,1.49905,0.079549513
7.041667,0.47985,0.017465537,0.53905,0.012940054,0.51645,0.014212846,0.50855,0.026799347,1.30735,0.031041988,1.285,0.009899495,1.334,0.047517576,1.38705,0.172321923,0.50215,0.003323402,0.53095,0.042214275,0.57205,0.024960869,0.5496,0.011172287,1.3748,0.037052395,1.3721,0.049780317,1.37335,0.015909903,1.4008,0.014707821,0.5857,0.011596551,0.521,0.021213203,0.53535,0.023122392,0.6019,0.056709964,1.3951,0.005939697,1.3573,0.097863579,1.4016,0.070569257,1.4299,0.143825519,0.52805,0.001767767,0.54515,0.000494975,0.55305,0.040941483,0.59235,0.025526555,1.40275,0.037688791,1.3661,0.060811183,1.3063,0.086267027,1.25255,0.002474874,0.56525,0.021991021,0.5565,0.016122035,0.54635,0.025385133,0.58555,0.027789297,1.39745,0.03019346,1.3891,0.013859293,1.2744,0.043982042,1.58325,0.081105148,0.5541,0.004525483,0.51495,0.013222897,0.5327,0.030122749,0.54685,0.065265956,1.29525,0.047588286,1.31025,0.050558135,1.24955,0.014919953,1.4971,0.087681241
7.291944,0.4789,0.021071782,0.54425,0.011808683,0.52015,0.014919953,0.51295,0.025385133,1.3139,0.02814285,1.2817,0.009475231,1.32765,0.043345646,1.39065,0.171897659,0.50195,0.002757716,0.5332,0.034506811,0.5736,0.03026417,0.5516,0.006788225,1.3776,0.036769553,1.3622,0.043133514,1.37445,0.016051324,1.3924,0.014849242,0.588,0.008768124,0.5259,0.020081833,0.535,0.020223254,0.6039,0.063498189,1.3999,0.001979899,1.35555,0.100197031,1.4044,0.071559206,1.42995,0.151815826,0.5328,0.002969848,0.5467,0.004101219,0.55715,0.04376991,0.5967,0.024324473,1.39905,0.04065864,1.3663,0.058831284,1.3087,0.08442855,1.25185,0.013788582,0.56595,0.019021172,0.55825,0.016617009,0.55075,0.031890516,0.59275,0.03019346,1.39455,0.028213561,1.39735,0.01350574,1.2755,0.037759502,1.5833,0.086832713,0.55875,0.004454773,0.5169,0.012586501,0.5349,0.029839906,0.55245,0.067104434,1.30045,0.047871129,1.30995,0.059609102,1.24845,0.013222897,1.49115,0.080963726
7.542222,0.47965,0.016192745,0.54335,0.010253048,0.5261,0.014707821,0.5148,0.022203153,1.3128,0.034506811,1.285,0.002545584,1.32015,0.038961584,1.3851,0.178473752,0.502,0.001838478,0.5355,0.028284271,0.5741,0.023334524,0.5524,0.006929646,1.3667,0.034648232,1.3683,0.040163665,1.37455,0.025385133,1.3901,0.01668772,0.5881,0.00933381,0.529,0.026587215,0.5351,0.018950462,0.6063,0.067316566,1.3892,0.001272792,1.3618,0.097156472,1.40355,0.066680169,1.4255,0.148492424,0.5352,0.000707107,0.5475,0.002969848,0.5548,0.04384062,0.59765,0.027506454,1.3999,0.042284986,1.3619,0.065053824,1.3099,0.077216061,1.2504,0.0145664,0.5675,0.020930361,0.55655,0.016192745,0.5562,0.034789654,0.59455,0.029486353,1.38565,0.031749094,1.3908,0.024890159,1.2749,0.042850671,1.57335,0.063144636,0.56105,0.006576093,0.521,0.013293607,0.53475,0.034718943,0.55785,0.069508597,1.30095,0.038678741,1.30925,0.049426764,1.2433,0.01668772,1.4996,0.083155757
7.791944,0.47735,0.018596908,0.5395,0.009758074,0.52285,0.017324116,0.51555,0.021142493,1.30795,0.036415999,1.2827,0.006929646,1.3222,0.032951176,1.3758,0.161220346,0.5007,0.002262742,0.53775,0.029627774,0.5729,0.017394827,0.55625,0.003040559,1.36405,0.030334881,1.37045,0.048578236,1.36775,0.027930718,1.3894,0.021496046,0.5886,0.007071068,0.52685,0.027223611,0.53555,0.017465537,0.60815,0.061730422,1.37655,0.000777817,1.3596,0.091216775,1.39985,0.066538748,1.4168,0.155422071,0.53535,0.008414571,0.5452,0.000282843,0.55895,0.043062803,0.59735,0.030759145,1.3957,0.027718586,1.3652,0.064770981,1.3079,0.077923167,1.24545,0.016334167,0.56705,0.015344217,0.55795,0.020435386,0.5622,0.031678384,0.59825,0.030476302,1.38865,0.04376991,1.3912,0.029557063,1.2689,0.044264885,1.57195,0.055366461,0.5627,0.002404163,0.5199,0.014000714,0.5342,0.033234019,0.5601,0.070710678,1.298,0.033658283,1.3049,0.033516861,1.2403,0.015132085,1.49755,0.0761554
8.042222,0.47665,0.012940054,0.5353,0.007636753,0.51945,0.016051324,0.5121,0.024324473,1.30835,0.041224325,1.2851,0.00212132,1.32265,0.032880465,1.3722,0.165887251,0.4983,0.003394113,0.53455,0.028213561,0.57145,0.021142493,0.5575,0.001979899,1.36125,0.032173359,1.36355,0.050558135,1.359,0.024607316,1.3805,0.02602153,0.58315,0.009687363,0.52755,0.02920351,0.5313,0.020506097,0.6079,0.056851385,1.3792,0.00311127,1.35425,0.082519361,1.3948,0.065619509,1.41695,0.170766288,0.53945,0.0072832,0.54175,0.000919239,0.56,0.040022244,0.5961,0.025455844,1.3875,0.022485996,1.35505,0.071488496,1.302,0.089802561,1.24215,0.019162594,0.563,0.011879394,0.5598,0.020647518,0.56545,0.037264527,0.60035,0.032880465,1.3798,0.039173716,1.3878,0.031961227,1.2607,0.045254834,1.5716,0.05105311,0.5607,0.00311127,0.522,0.021071782,0.5351,0.029557063,0.55895,0.067528698,1.29365,0.033304729,1.3059,0.03436539,1.2309,0.026304372,1.49145,0.076296822
8.292778,0.47795,0.014354268,0.5346,0.004525483,0.51775,0.017606959,0.5097,0.023475945,1.3147,0.046244783,1.2856,0.003394113,1.31865,0.03966869,1.37275,0.170766288,0.49645,0.006010408,0.53375,0.029910617,0.5713,0.021213203,0.55785,0.003606245,1.36425,0.032739044,1.35745,0.036415999,1.3534,0.020081833,1.3858,0.023334524,0.57845,0.009828784,0.52915,0.02397092,0.53205,0.020293965,0.6107,0.05939697,1.38335,0.005727565,1.35485,0.082802204,1.3976,0.069579307,1.41955,0.163836641,0.5408,0.008061017,0.541,0.000141421,0.55555,0.037688791,0.59335,0.028920667,1.38755,0.02397092,1.35265,0.067245855,1.30795,0.083650732,1.2447,0.018243355,0.56005,0.009970206,0.5615,0.019091883,0.5659,0.04270925,0.6025,0.029557063,1.373,0.03125412,1.38975,0.031749094,1.2565,0.041860721,1.57235,0.044759859,0.5604,0.000707107,0.51935,0.017182695,0.53395,0.026375083,0.55775,0.067952962,1.2899,0.036769553,1.2996,0.028001429,1.2297,0.025455844,1.4898,0.086974134
8.543056,0.4751,0.019516147,0.53065,0.001909188,0.5208,0.019374726,0.5095,0.021637468,1.31605,0.048719657,1.28105,0.003747666,1.32345,0.033587572,1.37105,0.182362839,0.49655,0.009545942,0.52825,0.027506454,0.57095,0.023122392,0.55565,0.001202082,1.3565,0.030971277,1.35655,0.038820162,1.35075,0.030759145,1.3847,0.02192031,0.5754,0.012303658,0.52825,0.021142493,0.5324,0.022627417,0.61005,0.057204939,1.37765,0.005303301,1.34965,0.08860048,1.3991,0.079478802,1.4218,0.153583593,0.53905,0.011667262,0.53655,0.001909188,0.55385,0.035143207,0.59045,0.032173359,1.3772,0.036062446,1.357,0.076650375,1.3061,0.081741544,1.2325,0.021496046,0.55965,0.011525841,0.5592,0.022061732,0.55995,0.041224325,0.59795,0.027930718,1.36625,0.033163308,1.39665,0.027789297,1.2528,0.043416356,1.5775,0.043416356,0.55895,0.000636396,0.5185,0.020364675,0.53105,0.030052038,0.55725,0.071488496,1.29385,0.042214275,1.29695,0.033587572,1.2268,0.02814285,1.49805,0.085913474
8.793333,0.4753,0.016404877,0.5301,0.003394113,0.518,0.018950462,0.50505,0.02397092,1.30595,0.047871129,1.27625,0.003889087,1.31665,0.025526555,1.3696,0.185261977,0.4946,0.008768124,0.52395,0.033021887,0.5721,0.019940411,0.55365,0.002899138,1.36405,0.031183409,1.3605,0.029132799,1.33975,0.012657211,1.3875,0.033799704,0.57225,0.011384419,0.52475,0.016334167,0.53425,0.024112341,0.6069,0.057841335,1.37305,0.00516188,1.3543,0.089378297,1.3943,0.080044488,1.4217,0.147502475,0.5345,0.012727922,0.531,0.003818377,0.5557,0.031112698,0.5947,0.032102648,1.38015,0.037688791,1.36555,0.081670833,1.3062,0.083155757,1.2275,0.01668772,0.55925,0.008273149,0.5564,0.025880108,0.5584,0.042002143,0.5961,0.030688434,1.36385,0.026233662,1.3905,0.015132085,1.2517,0.04695189,1.5706,0.042002143,0.5549,0.000282843,0.51615,0.023263813,0.52715,0.029627774,0.5573,0.071842049,1.2893,0.030405592,1.3052,0.035355339,1.22235,0.028637825,1.49035,0.085206367
9.043333,0.47,0.016829141,0.52725,0.001484924,0.51345,0.017324116,0.5059,0.025314423,1.3069,0.064205296,1.2748,0.000848528,1.3117,0.028708535,1.3673,0.176918117,0.49285,0.011242998,0.5206,0.035355339,0.56975,0.0218496,0.55585,0.005303301,1.3603,0.032244069,1.3702,0.035072496,1.3396,0.014283557,1.37815,0.022132442,0.5693,0.003959798,0.5228,0.013717872,0.5335,0.03026417,0.6036,0.054164379,1.36445,0.001767767,1.35165,0.082660783,1.392,0.080468752,1.4218,0.145239733,0.52965,0.010111627,0.52965,0.00417193,0.5526,0.032102648,0.59775,0.035991735,1.3703,0.035072496,1.3601,0.08131728,1.3005,0.087964084,1.2292,0.01979899,0.5584,0.006929646,0.55215,0.021991021,0.55815,0.043628488,0.5955,0.028567114,1.35935,0.015202796,1.38145,0.029062089,1.24765,0.037688791,1.58155,0.042497118,0.55325,0.000212132,0.5154,0.019940411,0.52565,0.030334881,0.55755,0.071488496,1.28085,0.032456201,1.2969,0.040729351,1.2165,0.023758788,1.486,0.074953319
9.293333,0.47145,0.015485639,0.52585,0.004454773,0.51345,0.019021172,0.50255,0.027647875,1.3083,0.06151829,1.2717,0.001272792,1.30935,0.035001786,1.36595,0.178685884,0.49355,0.008980256,0.52125,0.034294679,0.5663,0.024041631,0.5599,0.002687006,1.3616,0.03648671,1.3625,0.035213918,1.33615,0.009970206,1.38535,0.017182695,0.56995,0.006858936,0.5211,0.011172287,0.5321,0.031536962,0.603,0.055154329,1.36215,0.001202082,1.34505,0.0761554,1.3925,0.074529055,1.4204,0.151462273,0.523,0.009899495,0.5268,0.003818377,0.54835,0.027647875,0.59435,0.036133157,1.3742,0.044264885,1.35265,0.087469109,1.29935,0.072054181,1.2245,0.027577164,0.55565,0.005727565,0.5505,0.024183052,0.5584,0.048224682,0.5932,0.031112698,1.3558,0.022768838,1.37345,0.036133157,1.2484,0.02814285,1.58245,0.062013265,0.55565,0.000777817,0.5144,0.022344574,0.52645,0.032456201,0.55455,0.069508597,1.2745,0.031112698,1.29075,0.04376991,1.2197,0.032526912,1.48245,0.085206367
9.543056,0.46765,0.01039447,0.52235,0.003889087,0.5164,0.022627417,0.50425,0.024536605,1.3019,0.058831284,1.27825,0.00629325,1.30555,0.028496403,1.3649,0.196999949,0.4881,0.004666905,0.5229,0.036062446,0.5652,0.02192031,0.55885,0.004596194,1.3568,0.021213203,1.36035,0.042355696,1.3413,0.004949747,1.377,0.019657569,0.5699,0.004808326,0.52,0.010889444,0.5294,0.033092597,0.60345,0.051406663,1.36715,0.001343503,1.34955,0.077286771,1.3899,0.081882965,1.41525,0.144744758,0.51945,0.010111627,0.5243,0.001697056,0.5443,0.026587215,0.59715,0.034577522,1.3702,0.031112698,1.35795,0.091004643,1.30505,0.068518647,1.22315,0.029910617,0.5485,0.007636753,0.54645,0.02397092,0.55345,0.042355696,0.59115,0.029062089,1.35495,0.015061374,1.381,0.038183766,1.24595,0.036274578,1.59345,0.055932146,0.5529,0.002687006,0.5145,0.01979899,0.52755,0.032456201,0.5546,0.06363961,1.26955,0.031749094,1.28875,0.060033366,1.22525,0.036557421,1.487,0.065619509
9.793056,0.4687,0.0145664,0.52125,0.001626346,0.51395,0.021991021,0.5009,0.020788939,1.302,0.057417071,1.2733,0.008626703,1.3104,0.030829856,1.3605,0.209020765,0.4861,0.002545584,0.52345,0.034577522,0.5618,0.022061732,0.56015,0.006858936,1.3537,0.027435743,1.35755,0.03231478,1.34195,0.00106066,1.37295,0.024395184,0.56715,0.006717514,0.5221,0.014000714,0.52485,0.028213561,0.6048,0.052325902,1.37,0.001131371,1.3471,0.074529055,1.39975,0.08449926,1.42135,0.155634203,0.51645,0.009263099,0.52155,0.007000357,0.54135,0.028496403,0.5934,0.026728636,1.37395,0.033728993,1.35955,0.090014693,1.3018,0.061659711,1.2242,0.036769553,0.5471,0.007212489,0.54215,0.02397092,0.55435,0.046739758,0.59275,0.034860364,1.35975,0.015485639,1.3742,0.033092597,1.23945,0.03754737,1.5853,0.056568542,0.54745,0.001343503,0.5143,0.020081833,0.5279,0.032668333,0.55765,0.065548799,1.2689,0.026587215,1.2939,0.059538391,1.2279,0.028425693,1.48505,0.078559563
10.043056,0.46815,0.008838835,0.5205,0.001838478,0.512,0.024748737,0.50325,0.02708219,1.30265,0.042072853,1.26895,0.001343503,1.30355,0.038395898,1.35775,0.207677262,0.4839,0.006788225,0.52515,0.03542605,0.5637,0.019091883,0.56095,0.006151829,1.35175,0.030617724,1.35105,0.039103005,1.343,0.00212132,1.3719,0.024607316,0.56935,0.015202796,0.5249,0.017394827,0.5251,0.031395541,0.6023,0.051335952,1.36465,0.000494975,1.3423,0.081741544,1.39445,0.083509311,1.41795,0.161715321,0.51485,0.007707464,0.52285,0.006717514,0.5404,0.028708535,0.5966,0.031819805,1.37305,0.028072139,1.35535,0.100762716,1.2879,0.063215346,1.2286,0.031819805,0.54585,0.004596194,0.54305,0.025102291,0.55305,0.049143921,0.59235,0.034011836,1.35105,0.016758431,1.3721,0.033092597,1.2372,0.039456558,1.59535,0.059184838,0.54675,0.000777817,0.5104,0.016122035,0.52585,0.033870415,0.559,0.066326616,1.2691,0.020930361,1.29285,0.06569022,1.22055,0.039244426,1.4799,0.070144993
10.293333,0.4674,0.010323759,0.51995,0.004313351,0.50955,0.022132442,0.506,0.023475945,1.3032,0.039739401,1.2672,0.002404163,1.2989,0.039315137,1.35465,0.216303964,0.48195,0.007990307,0.52205,0.032739044,0.5657,0.021213203,0.55925,0.009121677,1.35385,0.027223611,1.3502,0.035213918,1.34905,0.011525841,1.3735,0.007919596,0.57015,0.015061374,0.52445,0.018596908,0.52925,0.029627774,0.60385,0.056497832,1.3583,0.002687006,1.3289,0.086974134,1.39325,0.07092281,1.4205,0.154997806,0.50945,0.01251579,0.5232,0.006646804,0.5458,0.031678384,0.59975,0.029910617,1.37475,0.029062089,1.35305,0.096378654,1.28775,0.056073568,1.22315,0.03019346,0.5463,0.005091169,0.5431,0.021354625,0.54835,0.05112382,0.59495,0.028354982,1.3485,0.025738687,1.37735,0.035284628,1.2379,0.035072496,1.6111,0.053457273,0.5471,0.001697056,0.5082,0.014283557,0.5278,0.03026417,0.5606,0.066892302,1.2671,0.025173001,1.28845,0.058901995,1.22515,0.038678741,1.4853,0.070993521
10.543333,0.46835,0.012374369,0.5189,0.003535534,0.509,0.02602153,0.5058,0.025880108,1.29535,0.030334881,1.26405,0.002474874,1.30855,0.039244426,1.35425,0.227051987,0.48285,0.013364318,0.52445,0.029344931,0.5649,0.019940411,0.5619,0.009899495,1.3452,0.028001429,1.3464,0.0417193,1.3368,0.013859293,1.3754,0.009758074,0.5707,0.010182338,0.52355,0.014495689,0.5304,0.026870058,0.6092,0.060245498,1.3649,0.000282843,1.33,0.088529769,1.39295,0.065973063,1.41025,0.155634203,0.51075,0.01463711,0.5257,0.006929646,0.54725,0.029486353,0.6012,0.032385491,1.37015,0.028496403,1.352,0.107763073,1.2786,0.06151829,1.224,0.034931075,0.545,0.004384062,0.5419,0.021071782,0.54915,0.050982399,0.5943,0.028567114,1.34525,0.025950819,1.37105,0.024960869,1.22805,0.04277996,1.61145,0.05522504,0.54935,0.001202082,0.50655,0.018314066,0.52615,0.024960869,0.56135,0.073185552,1.2655,0.01668772,1.28185,0.053527983,1.221,0.029557063,1.48,0.069720729
10.793611,0.46655,0.009828784,0.51795,0.006858936,0.5127,0.027294322,0.50605,0.027223611,1.2892,0.023051681,1.26685,0.008697413,1.30535,0.024395184,1.3513,0.219768788,0.48685,0.013930004,0.522,0.03337544,0.5636,0.015980613,0.5611,0.007778175,1.3519,0.020930361,1.34385,0.029769195,1.3342,0.011879394,1.3754,0.00834386,0.57055,0.008273149,0.5231,0.013152186,0.53145,0.025667976,0.61035,0.059326259,1.3588,0.004384062,1.32985,0.087044845,1.3922,0.069013622,1.4125,0.163765931,0.5137,0.015132085,0.52125,0.00516188,0.54815,0.02609224,0.6025,0.035638182,1.3722,0.038042345,1.3537,0.095459415,1.2757,0.052750166,1.22275,0.033587572,0.54815,0.001626346,0.54545,0.020011122,0.5504,0.051760216,0.59465,0.029062089,1.3406,0.020223254,1.3723,0.028001429,1.227,0.044547727,1.6189,0.054164379,0.54765,0.004313351,0.5069,0.017111984,0.5257,0.022485996,0.56155,0.075872558,1.26345,0.032739044,1.28845,0.061447579,1.22155,0.031183409,1.476,0.065336667
11.043889,0.46735,0.011101576,0.5173,0.00933381,0.51245,0.028496403,0.50925,0.022556706,1.28915,0.020718229,1.2675,0.000989949,1.3073,0.022485996,1.35275,0.222385083,0.4895,0.011313708,0.52475,0.029344931,0.5632,0.020081833,0.5655,0.010040916,1.3487,0.021778889,1.34355,0.024253763,1.3327,0.00933381,1.3795,0.018101934,0.5735,0.006929646,0.5233,0.009192388,0.5329,0.021778889,0.6092,0.057134228,1.36395,0.006576093,1.3328,0.089236876,1.3849,0.074246212,1.4079,0.163483088,0.51605,0.012657211,0.5221,0.006505382,0.5462,0.029839906,0.60465,0.03853732,1.36205,0.036133157,1.35065,0.094398755,1.2747,0.041153615,1.21965,0.031466252,0.5477,0.000989949,0.5445,0.02503158,0.5508,0.053881537,0.59445,0.028354982,1.3458,0.009192388,1.3657,0.037052395,1.229,0.042002143,1.61235,0.049426764,0.5484,0.002404163,0.50925,0.015485639,0.52635,0.02085965,0.55995,0.078135299,1.2634,0.028991378,1.2907,0.068306515,1.22255,0.027789297,1.4729,0.054022958
11.294167,0.46585,0.008697413,0.51785,0.012091526,0.5126,0.025314423,0.5098,0.023475945,1.28965,0.026940768,1.26795,0.000494975,1.3004,0.015697771,1.35,0.225567063,0.48935,0.009545942,0.524,0.029274221,0.5632,0.021213203,0.56525,0.012091526,1.34685,0.021708178,1.34285,0.015768481,1.3416,0.007919596,1.37765,0.01251579,0.5745,0.009050967,0.52535,0.014495689,0.5347,0.026445794,0.6167,0.05529575,1.36265,0.012798633,1.337,0.097863579,1.38195,0.08237794,1.4016,0.176352431,0.5153,0.010889444,0.5226,0.006929646,0.54835,0.033446151,0.60985,0.035567471,1.35765,0.02085965,1.3492,0.096025101,1.26785,0.056497832,1.22335,0.035708892,0.5448,0.001979899,0.54285,0.02708219,0.5559,0.053315851,0.5938,0.021637468,1.3367,0.006788225,1.359,0.032951176,1.2298,0.043982042,1.6185,0.056709964,0.5474,0.004666905,0.5068,0.013152186,0.5283,0.021778889,0.56095,0.077003928,1.25895,0.031607673,1.29015,0.0635689,1.21505,0.032880465,1.4712,0.053881537
11.544444,0.4668,0.002687006,0.51875,0.007848885,0.51395,0.025243712,0.51465,0.021566757,1.28745,0.023829499,1.2686,0.005374012,1.29055,0.005020458,1.3592,0.227405541,0.49085,0.010111627,0.52295,0.025809398,0.5628,0.024041631,0.57235,0.010535891,1.34745,0.019869701,1.3345,0.018526198,1.3456,0.023617366,1.3745,0.009192388,0.5732,0.012586501,0.52705,0.01463711,0.5373,0.024324473,0.61895,0.051689506,1.35935,0.012657211,1.33185,0.11264211,1.37985,0.084640682,1.3967,0.184272027,0.5202,0.00933381,0.52615,0.003181981,0.5506,0.032385491,0.6123,0.029274221,1.3507,0.036628131,1.3464,0.10535891,1.256,0.057558492,1.21605,0.028496403,0.545,0.002969848,0.5458,0.026728636,0.5587,0.049497475,0.59825,0.021566757,1.33655,0.005303301,1.3641,0.023193102,1.22215,0.049568185,1.62235,0.061306158,0.5505,0.01046518,0.50645,0.01039447,0.53005,0.02397092,0.56295,0.073326973,1.25505,0.027930718,1.2873,0.061801133,1.21255,0.028779246,1.4774,0.056992807
11.794444,0.4682,0.006929646,0.51775,0.003464823,0.51825,0.022132442,0.5175,0.02503158,1.28025,0.021283914,1.26175,0.000353553,1.2896,0.004384062,1.35615,0.227759094,0.4911,0.008909545,0.5259,0.026870058,0.56225,0.026657926,0.579,0.016546299,1.34115,0.023263813,1.33835,0.023122392,1.3482,0.034648232,1.38045,0.012798633,0.5775,0.0145664,0.52995,0.016051324,0.5383,0.021637468,0.62285,0.049568185,1.35885,0.007141778,1.3315,0.114268456,1.37945,0.078276721,1.39345,0.188161114,0.5229,0.008626703,0.52915,0.008414571,0.5547,0.029698485,0.61725,0.03019346,1.3434,0.037476659,1.34865,0.103308301,1.25415,0.048719657,1.21605,0.041507168,0.5503,0.004242641,0.54985,0.023546656,0.56265,0.049143921,0.5967,0.022768838,1.3358,0.003394113,1.3662,0.020788939,1.22575,0.040234376,1.625,0.054447222,0.55335,0.013930004,0.50835,0.012798633,0.5324,0.0271529,0.5684,0.07820601,1.2528,0.024041631,1.28435,0.06569022,1.2098,0.025455844,1.4849,0.072266313
12.044444,0.4724,0.005939697,0.51815,0.006151829,0.52095,0.02298097,0.52045,0.024112341,1.27955,0.01039447,1.26235,0.000777817,1.28565,0.005868986,1.3575,0.22938544,0.49245,0.011525841,0.52915,0.030334881,0.5666,0.022768838,0.584,0.011879394,1.33315,0.022839549,1.34055,0.019304015,1.344,0.039456558,1.3738,0.006363961,0.57735,0.022273864,0.5317,0.013859293,0.542,0.016970563,0.62705,0.054659354,1.3557,0.018101934,1.3297,0.104651804,1.3748,0.075943268,1.39135,0.181372889,0.5243,0.008202439,0.53035,0.006858936,0.5639,0.030971277,0.6202,0.029981328,1.34835,0.034011836,1.344,0.110732922,1.2591,0.056144278,1.21555,0.031749094,0.5505,0.001272792,0.5521,0.023617366,0.5659,0.051194531,0.59715,0.026516504,1.3399,0.007495332,1.37345,0.015344217,1.2208,0.044547727,1.6322,0.044971991,0.5534,0.016122035,0.5121,0.014990664,0.53225,0.02397092,0.5701,0.080751594,1.2527,0.024607316,1.2832,0.071842049,1.2052,0.037193817,1.477,0.058831284
